Agency,County,Description,Image,Name,Price
"Cpa Advantage Realty, Llc",Gold Canyon,"Gold Canyon, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3525 S Yaqui Lane,"$1,495,000"
Casa De Guerrero Realty,Guadalupe,"Guadalupe, AZ 85283",,9235 S Calle Maravilla,"$398,000"
Tierra Bella Realty,Guadalupe,"Guadalupe, AZ 85283",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,8022 S Calle Azteca,"$317,877"
Polaris Pacific Of Az,Globe,"Globe, AZ 85501",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1571 S Fsr 87 Highway,"$2,999,000"
Keller Williams Realty Phoenix,Globe,"Globe, AZ 85501",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2283 E Angal Way,"$780,000"
Stallings & Long Realty,Globe,"Globe, AZ 85501",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2254 N Pinaleno Pass,"$429,000"
Delex Realty,Globe,"Globe, AZ 85501",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,219 N Chicory Lane,"$399,700"
"Arid State Land And Ag Associates,llc",Globe,"Globe, AZ 85501",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,988 N Mountain Lion Pass,"$345,000"
Young Realty Partners,Globe,"Globe, AZ 85501",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,542 N Willow Street,"$329,000"
Prosmart Realty,Globe,"Globe, AZ 85501",,120 N First Street,"$300,000"
Oak Realty,Globe,"Globe, AZ 85501",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,491 W Hackney Road,"$195,000"
Homesmart Lifestyles,Globe,"Globe, AZ 85501",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,329 S East Street,"$185,000"
Adventure Realty,Globe,"Globe, AZ 85501",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,550 E Mesquite Street,"$165,000"
Exp Realty,Globe,"Globe, AZ 85501",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,450 E Kline Street,"$149,800"
Exp Realty,Globe,"Globe, AZ 85501",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,422 1/2 S Hill Street,"$124,999"
Homesmart,Glendale,"Glendale, AZ 85310",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6610 W Vista Bonita Drive,"$2,399,999"
My Home Group Real Estate,Glendale,"Glendale, AZ 85306",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6314 W Dailey Street,"$2,100,000"
Homesmart,Glendale,"Glendale, AZ 85310",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,24225 N 65th Avenue,"$1,775,000"
Russ Lyon Sotheby's International Realty,Glendale,"Glendale, AZ 85310",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6285 W Parkside Lane,"$1,580,000"
Keller Williams Northeast Realty,Glendale,"Glendale, AZ 85310",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4715 W Saguaro Park Lane,"$1,499,900"
Homesmart,Glendale,"Glendale, AZ 85308",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5881 W Del Lago Circle,"$1,400,000"
West Usa Realty,Glendale,"Glendale, AZ 85308",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6041 W Lone Cactus Drive,"$1,399,000"
West Usa Realty,Glendale,"Glendale, AZ 85303",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5215 N 81st Drive,"$1,350,000"
Platinum Living Realty,Glendale,"Glendale, AZ 85310",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6981 W Villa Hermosa Avenue,"$1,325,000"
Upside Real Estate,Glendale,"Glendale, AZ 85303",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,8221 W Orange Drive,"$1,300,000"
Platinum Living Realty,Glendale,"Glendale, AZ 85310",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,24030 N 55th Avenue,"$1,250,000"
Realty Executives,Glendale,"Glendale, AZ 85308",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7021 W Risner Road,"$1,250,000"
Jk Realty,Gilbert,"Gilbert, AZ 85298",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2574 E Camina Plata,"$4,850,000"
My Home Group Real Estate,Gilbert,"Gilbert, AZ 85234",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,641 E San Pedro Avenue,"$3,159,000"
"Weichert, Realtors - Courtney Valleywide",Gilbert,"Gilbert, AZ 85297",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2937 E Latham Way,"$2,950,000"
Realty One Group,Gilbert,"Gilbert, AZ 85296",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,13823 S 155th Street,"$2,699,900"
Realty One Group,Gilbert,"Gilbert, AZ 85296",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,13829 S 155th Street,"$2,649,900"
My Home Group Real Estate,Gilbert,"Gilbert, AZ 85296",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1934 E Ray Road,"$2,600,000"
Keller Williams Northeast Realty,Gilbert,"Gilbert, AZ 85298",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,21230 S 156th Street,"$2,300,000"
Homesmart,Gilbert,"Gilbert, AZ 85298",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,24620 S 182nd Place,"$2,200,000"
Tomkat Real Estate,Gilbert,"Gilbert, AZ 85298",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2262 E Aris Drive,"$2,100,000"
Network Realty,Gilbert,"Gilbert, AZ 85296",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,13623 S 156th Place,"$2,075,144"
Network Realty,Gilbert,"Gilbert, AZ 85295",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,172XX E Pecos Road,"$2,000,000"
Realty One Group,Gilbert,"Gilbert, AZ 85234",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2820 E Page Court,"$1,998,000"
Homesmart,Gila Bend,"Gila Bend, AZ 85337",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,60125 S 303rd Avenue,"$420,000"
Kenneth James Realty,Gila Bend,"Gila Bend, AZ 85337",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,402 N Weidner Avenue,"$199,000"
Gila Bend Realty,Gila Bend,"Gila Bend, AZ 85337",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,201 E Locke Street,"$139,900"
A.Z. & Associates,Gila Bend,"Gila Bend, AZ 85337",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,401 S Capitol Avenue,"$48,000"
RE/MAX Prime,Fountain Hills,"Fountain Hills, AZ 85268",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,13950 E Bighorn Parkway Parkway,"$6,900,000"
Homie,Fountain Hills,"Fountain Hills, AZ 85268",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9245 N Vista Verde Court,"$5,350,000"
Homesmart Lifestyles,Fountain Hills,"Fountain Hills, AZ 85268",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,16856 N Mountain Parkway,"$4,999,000"
Royalty Real Estate Services,Fountain Hills,"Fountain Hills, AZ 85268",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,14341 E Zorra Way,"$4,200,000"
RE/MAX Sun Properties,Fountain Hills,"Fountain Hills, AZ 85268",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,15935 E Tombstone Trail,"$4,000,000"
Mco Realty,Fountain Hills,"Fountain Hills, AZ 85268",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9504 N Desert Wash Trail,"$3,840,000"
Berkshire Hathaway Homeservices Arizona Properties,Fountain Hills,"Fountain Hills, AZ 85268",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9650 N Rock Ridge Trail,"$3,600,000"
Realty One Group,Fountain Hills,"Fountain Hills, AZ 85268",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,12544 N Red Sky Court,"$3,490,000"
North & Co,Fountain Hills,"Fountain Hills, AZ 85268",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9431 N Solitude Canyon,"$3,375,000"
Coldwell Banker Realty,Fountain Hills,"Fountain Hills, AZ 85268",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,15424 E Sundown Drive,"$3,292,300"
Russ Lyon Sotheby's International Realty,Fountain Hills,"Fountain Hills, AZ 85268",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9944 N Canyon View Lane,"$2,799,000"
Dpr Realty Llc,Fountain Hills,"Fountain Hills, AZ 85268",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,15555 E Palatial Drive,"$2,699,000"
Berkshire Hathaway Homeservices Arizona Properties,Fort McDowell,"Fort Mcdowell, AZ 85264",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,14318 N Vista Del Oro,"$3,999,000"
RE/MAX Sun Properties,Fort McDowell,"Fort Mcdowell, AZ 85264",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,22729 E Pleasant View Road,"$1,650,000"
RE/MAX Sun Properties,Fort McDowell,"Fort Mcdowell, AZ 85264",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,22729 E Pleasant View Road,"$1,400,000"
Homesmart Lifestyles,Fort McDowell,"Fort Mcdowell, AZ 85264",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,13938 N Goldfield Road,"$895,000"
Long Realty Company,Florence,"Florence, AZ 85132",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,39196 E Snaffle Bit Lane,"$779,000"
Arizona Elite Properties,Florence,"Florence, AZ 85132",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,27662 N Desert Sky Road,"$769,900"
Superlative Realty,Florence,"Florence, AZ 85132",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4167 N Brigadier Drive,"$644,000"
"Pcd Realty, Llc",Florence,"Florence, AZ 85132",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6474 W Pleasant Oak Court,"$639,990"
Nexgen Real Estate,Florence,"Florence, AZ 85132",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7160 W Meadowlark Court,"$609,500"
Realty One Group,Florence,"Florence, AZ 85132",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5748 E Dionysus Drive,"$591,100"
Mv Realty,Florence,"Florence, AZ 85132",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9985 E Orange Grove Street,"$575,000"
Richmond American Homes,Florence,"Florence, AZ 85132",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9964 E Harvest Road,"$574,995"
Homesmart,Florence,"Florence, AZ 85132",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6779 W Stony Quail Way,"$569,900"
"Pcd Realty, Llc",Florence,"Florence, AZ 85132",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7177 W Meadowlark Court,"$565,765"
Richmond American Homes,Florence,"Florence, AZ 85132",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,24646 N Seed Road,"$559,995"
"Merrill Ranch Realty, Llc",Florence,"Florence, AZ 85132",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6697 W Sandpiper Way,"$559,900"
Launch Real Estate,Flagstaff,"Flagstaff, AZ 86005",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3699 S Woodland Hills Drive,"$6,490,000"
Launch Real Estate,Flagstaff,"Flagstaff, AZ 86005",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3724 S Woodland Hills Drive,"$5,496,500"
Symmetry Realty Brokerage,Flagstaff,"Flagstaff, AZ 86005",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2533 E La Serena Drive,"$5,495,000"
Hague Partners,Flagstaff,"Flagstaff, AZ 86005",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2260 E Del Rae Drive,"$4,775,000"
Engel & Voelkers Scottsdale,Flagstaff,"Flagstaff, AZ 86001",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4300 Hidden Hollow Road,"$3,900,000"
Symmetry Realty Brokerage,Flagstaff,"Flagstaff, AZ 86005",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3900 S Clubhouse Circle,"$3,795,000"
RE/MAX Fine Properties,Flagstaff,"Flagstaff, AZ 86005",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1621 E Marbella Court,"$3,295,000"
Symmetry Realty Brokerage,Flagstaff,"Flagstaff, AZ 86005",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4955 W Braided Rein,"$2,695,000"
Russ Lyon Sotheby's International Realty,Flagstaff,"Flagstaff, AZ 86005",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4200 S Big Sky,"$2,675,000"
Russ Lyon Sotheby's International Realty,Flagstaff,"Flagstaff, AZ 86004",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6200 E Burris Lane,"$2,500,000"
Symmetry Realty Brokerage,Flagstaff,"Flagstaff, AZ 86005",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1895 E Hardscrabble Court,"$2,485,000"
Realtyonegroup Mountain Desert,Flagstaff,"Flagstaff, AZ 86005",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2436 S Pinyon Jay Drive,"$2,375,000"
Keller Williams Realty East Valley,Eloy,"Eloy, AZ 85131",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11125 S Highway 87,"$2,500,000"
United Country Robinette & Associates,Eloy,"Eloy, AZ 85131",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,790 E Hanna Road,"$749,000"
Omni Homes International,Eloy,"Eloy, AZ 85131",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4356 W White Horse Boulevard,"$659,900"
Elite Real Estate Pros,Eloy,"Eloy, AZ 85131",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4955 W Comanche Drive,"$659,900"
Century 21 Arizona Foothills,Eloy,"Eloy, AZ 85131",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3556 E Shedd Road,"$595,500"
Elite Real Estate Pros,Eloy,"Eloy, AZ 85131",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5327 N Dakota Drive,"$574,900"
Homesmart Premier,Eloy,"Eloy, AZ 85131",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4785 W Mohawk Drive,"$525,000"
Homesmart Premier,Eloy,"Eloy, AZ 85131",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4591 W Pueblo Drive,"$525,000"
Elite Real Estate Pros,Eloy,"Eloy, AZ 85131",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5323 N Pioneer Drive,"$495,000"
Elite Real Estate Pros,Eloy,"Eloy, AZ 85131",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5276 N Arrowhead Drive,"$485,000"
Elite Real Estate Pros,Eloy,"Eloy, AZ 85131",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5308 N Arrowhead Drive,"$475,000"
North & Co,Eloy,"Eloy, AZ 85131",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4708 W Buckskin Drive,"$475,000"
Homesmart,El Mirage,"El Mirage, AZ 85335",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,13017 W Wolfley Drive,"$745,000"
West Usa Realty,El Mirage,"El Mirage, AZ 85335",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,12112 W Saguaro Lane,"$499,980"
Keller Williams Realty Professional Partners,El Mirage,"El Mirage, AZ 85335",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,12606 W Sunnyside Drive,"$499,900"
Gentry Real Estate,El Mirage,"El Mirage, AZ 85335",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,12413 W Cameron Drive,"$495,000"
Coldwell Banker Realty,El Mirage,"El Mirage, AZ 85335",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,12925 W Charter Oak Road,"$465,000"
Homesmart,El Mirage,"El Mirage, AZ 85335",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,12525 W Willow Avenue,"$460,000"
Realty One Group,El Mirage,"El Mirage, AZ 85335",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,13014 W Ash Street,"$455,000"
Keller Williams Realty Phoenix,El Mirage,"El Mirage, AZ 85335",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,13038 W Larkspur Road,"$449,900"
Century 21 Arizona West,El Mirage,"El Mirage, AZ 85335",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,12810 W Redfield Road,"$439,900"
Yay Realty,El Mirage,"El Mirage, AZ 85335",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,12927 N Palm Street,"$430,000"
Homesmart,El Mirage,"El Mirage, AZ 85335",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,12712 W Mandalay Lane,"$424,000"
"Opendoor Brokerage, Llc",El Mirage,"El Mirage, AZ 85335",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11514 W Paradise Drive,"$421,000"
RE/MAX Fine Properties,Cornville,"Cornville, AZ 86325",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,7120 E Coyote Trail,"$870,000"
Coldwell Banker Realty,Cornville,"Cornville, AZ 86325",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,520 S Santa Fe Trail,"$474,900"
RE/MAX Fine Properties,Cornville,"Cornville, AZ 86325",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,805 S Page Springs Road,"$275,000"
Az New Horizon Realty,Coolidge,"Coolidge, AZ 85128",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1522 W Windsor Road #'-',"$7,500,000"
"Petersen Properties & Management, Inc.",Coolidge,"Coolidge, AZ 85128",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,0 S Highway 287 #0,"$5,662,800"
RE/MAX A Bar Z Realty,Coolidge,"Coolidge, AZ 85128",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,14225 N River Ridge Road,"$3,200,000"
Power Realty Group Model Home Center,Coolidge,"Coolidge, AZ 85128",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,0 E Storey- 003C Road #-,"$1,700,000"
"Petersen Properties & Management, Inc.",Coolidge,"Coolidge, AZ 85128",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,0 W Fast Track Road #A,"$1,200,000"
Realty One Group,Coolidge,"Coolidge, AZ 85128",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,0 W Randolph Road #40101012,"$1,100,000"
RE/MAX A Bar Z Realty,Coolidge,"Coolidge, AZ 85128",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11316 N Thunder Mountain Road,"$998,373"
Coldwell Banker Rox Realty,Coolidge,"Coolidge, AZ 85128",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6897 W Mare Avenue,"$599,999"
Gentry Real Estate,Coolidge,"Coolidge, AZ 85128",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2020 S 9th Street,"$599,000"
Prosmart Realty,Coolidge,"Coolidge, AZ 85128",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3627 E Gurr Lane,"$549,000"
Realty One Group,Coolidge,"Coolidge, AZ 85128",,"LOT A N Clemans Road #1,2,3","$545,000"
Realty One Group,Coolidge,"Coolidge, AZ 85128",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,16065 E Vern Trail #-,"$500,000"
Award Realty,Congress,"Congress, AZ 85332",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,28505 S State Route 89,"$1,600,000"
Homesmart,Congress,"Congress, AZ 85332",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,29705 S State Route 89,"$1,497,000"
Land On It Az Realty,Congress,"Congress, AZ 85332",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17501 S Lava Ridge Road,"$749,000"
Homesmart,Congress,"Congress, AZ 85332",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,29705 S State Route 89,"$748,000"
Homesmart,Congress,"Congress, AZ 85332",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,29725 S State Route 89 Route,"$748,000"
Century 21 Arizona West,Congress,"Congress, AZ 85332",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,21700 W Mandala Lane,"$650,000"
Century 21 Arizona West,Congress,"Congress, AZ 85332",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,29855 S State Route 89,"$475,000"
My Home Group Real Estate,Congress,"Congress, AZ 85332",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,23335 W Staghorn Lane,"$450,000"
"Down-Home Realty, Llc",Congress,"Congress, AZ 85332",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,22761 W Weaver Valley Drive,"$449,000"
Homesmart,Congress,"Congress, AZ 85332",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,25980 S Ghost Town Road,"$429,000"
Keller Williams Arizona Realty,Congress,"Congress, AZ 85332",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,23250 W Merit Way,"$424,000"
My Home Group Real Estate,Congress,"Congress, AZ 85332",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,22905 W Painted Acres Lane,"$415,000"
RE/MAX Mountain Properties,Chino Valley,"Chino Valley, AZ 86323",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,516 Grove Lane,"$629,000"
Exp Realty / The Hyland Group,Chino Valley,"Chino Valley, AZ 86323",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1689 Stratford Place,"$450,000"
Better Homes And Gardens Real Estate Bloomtree Realty,Chino Valley,"Chino Valley, AZ 86323",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2865 Nelson Lane,"$769,000"
Realty One Group Mt Desert,Chino Valley,"Chino Valley, AZ 86323",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,853 State Hwy 89,"$179,500"
Russ Lyon Sotheby's Internatio,Chino Valley,"Chino Valley, AZ 86323",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2535 Capella Drive,"$479,500"
Ag Lands Southwest Llc,Chino Valley,"Chino Valley, AZ 86323",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1891 N Pinto Lane,"$349,500"
Better Homes And Gardens Real Estate Bloomtree Realty,Chino Valley,"Chino Valley, AZ 86323",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,25 Granite Vista Drive,"$465,000"
Exp Realty/ The Hyland Group,Chino Valley,"Chino Valley, AZ 86323",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2352 W Willow Breeze Road,"$600,000"
Realty One Group Mt Desert,Chino Valley,"Chino Valley, AZ 86323",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1700 W Dust Devil Trail,"$475,000"
Better Homes And Gardens Real Estate Bloomtree Realty,Chino Valley,"Chino Valley, AZ 86323",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,497 W Butterfield Road,"$550,000"
West Usa Realty Of Prescott,Chino Valley,"Chino Valley, AZ 86323",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1780 S Road 1 West,"$685,000"
Realty Executives Az Territory,Chino Valley,"Chino Valley, AZ 86323",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1220 E Road 4 North,"$1,395,000"
Homesmart,Chandler,"Chandler, AZ 85226",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4410 W Beechcraft Place,"$3,950,000"
Dpr Realty Llc,Chandler,"Chandler, AZ 85249",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4360 E Taurus Place,"$2,495,000"
Sonoran Realty,Chandler,"Chandler, AZ 85224",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2807 W El Alba Way,"$2,400,000"
The Hogan Group Llc,Chandler,"Chandler, AZ 85286",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2719 E Jade Place,"$2,300,000"
Kirans And Associates Realty Llc,Chandler,"Chandler, AZ 85249",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,23724 S 126th Street,"$2,270,000"
Keller Williams Realty East Valley,Chandler,"Chandler, AZ 85226",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,6013 W Victoria Place,"$2,200,000"
Prosmart Realty,Chandler,"Chandler, AZ 85249",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5980 S Gemstone Drive,"$1,999,999"
Russ Lyon Sotheby's International Realty,Chandler,"Chandler, AZ 85248",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,254 W Grand Canyon Drive,"$1,790,000"
Homesmart Premier,Chandler,"Chandler, AZ 85248",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,633 W Aster Court,"$1,775,000"
