Agency,County,Description,Image,Name,Price
Hague Partners,Tempe,"Tempe, AZ 85281",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,140 E Rio Salado Parkway #203,"$1,200,000"
48 Venture  Real Estate,Tempe,"Tempe, AZ 85283",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1212 E Commodore Place,"$1,129,000"
Sjk Properties,Tempe,"Tempe, AZ 85283",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1408 E Steamboat Bend Drive,"$1,099,995"
Keller Williams Realty East Valley,Tempe,"Tempe, AZ 85283",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,978 E Driftwood Drive,"$1,065,000"
Exp Realty,Surprise,"Surprise, AZ 85387",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,29537 N 155th Avenue,"$2,878,000"
Delex Realty,Surprise,"Surprise, AZ 85388",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11859 N Loma Linda Street,"$1,999,999"
Fathom Realty,Surprise,"Surprise, AZ 85388",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11534 N Jerome Street,"$1,375,000"
Fathom Realty,Surprise,"Surprise, AZ 85388",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11234 N San Clemente Street,"$1,295,000"
Realty One Group,Surprise,"Surprise, AZ 85387",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,15639 W Peak View Road,"$1,200,000"
Lake Pleasant Real Estate,Surprise,"Surprise, AZ 85387",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,27927 N 143rd Lane,"$1,190,000"
RE/MAX Professionals,Surprise,"Surprise, AZ 85387",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,27126 N 143rd Lane,"$1,150,000"
Homesmart,Surprise,"Surprise, AZ 85387",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,15216 W Roy Rogers Road,"$1,100,000"
Redfin Corporation,Surprise,"Surprise, AZ 85388",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17210 W Gracemont Street,"$1,050,000"
Long Realty West Valley,Surprise,"Surprise, AZ 85387",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,16641 W Loma Verde Trail,"$999,900"
Berkshire Hathaway Homeservices Arizona Properties,Surprise,"Surprise, AZ 85388",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11921 N Spearfish Street,"$975,000"
Morgan Taylor Realty,Surprise,"Surprise, AZ 85387",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,15XXX W Questa Drive,"$972,500"
Dalton Realty,Superior,"Superior, AZ 85173",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,651 W Santa Rita Street,"$625,000"
Dalton Realty,Superior,"Superior, AZ 85173",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,230 W Terrace Drive,"$425,000"
Dalton Realty,Superior,"Superior, AZ 85173",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,454 W Ray Street,"$399,500"
Hague Partners,Superior,"Superior, AZ 85173",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,401 W East Street,"$350,000"
Dalton Realty,Superior,"Superior, AZ 85173",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,404 W Picket Post Drive,"$320,000"
Shull Realty Llc,Superior,"Superior, AZ 85173",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,87 W Gorham Street,"$300,000"
Dalton Realty,Superior,"Superior, AZ 85173",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,406 W Picket Post Drive,"$299,999"
My Home Group Real Estate,Superior,"Superior, AZ 85173",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,339 W Palo Verde Drive,"$299,900"
"Venture Rei, Llc",Superior,"Superior, AZ 85173",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,611 W Wight Street,"$299,900"
Exp Realty,Superior,"Superior, AZ 85173",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,834 W Spray Street,"$299,900"
My Home Group Real Estate,Superior,"Superior, AZ 85173",,831 W Spray Street,"$265,000"
Homesmart Lifestyles,Superior,"Superior, AZ 85173",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,46 N Rainbow Avenue,"$265,000"
Set In Stone Realty & Property Mgmt,Sun Lakes,"Sun Lakes, AZ 85248",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9115 E Coopers Hawk Drive,"$850,000"
Dpr Realty Llc,Sun Lakes,"Sun Lakes, AZ 85248",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,24509 S Lakeway Circle,"$839,000"
West Usa Realty,Sun Lakes,"Sun Lakes, AZ 85248",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11011 E San Tan Boulevard,"$820,000"
West Usa Realty,Sun Lakes,"Sun Lakes, AZ 85248",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,5410 S Tanglewood Drive,"$799,000"
Exp Realty,Sun Lakes,"Sun Lakes, AZ 85248",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9909 E Cedar Waxwing Drive,"$749,900"
Dpr Realty Llc,Sun Lakes,"Sun Lakes, AZ 85248",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,25631 S Howard Drive,"$724,900"
Delex Realty,Sun Lakes,"Sun Lakes, AZ 85248",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10020 E Nacoma Court,"$719,900"
Exp Realty,Sun Lakes,"Sun Lakes, AZ 85248",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10910 E San Tan Boulevard,"$699,999"
Realty One Group,Sun Lakes,"Sun Lakes, AZ 85248",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,26429 S Moonshadow Drive,"$699,900"
Arrow Property Management,Sun Lakes,"Sun Lakes, AZ 85248",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10638 E Nacoma Drive,"$680,000"
Gina Mckinley Group Llc,Sun Lakes,"Sun Lakes, AZ 85248",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,9210 E Cedar Waxwing Drive,"$679,900"
Hague Partners,Sun Lakes,"Sun Lakes, AZ 85248",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10322 E Coopers Hawk Drive,"$649,000"
North & Co,Sun City West,"Sun City West, AZ 85375",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,22108 N San Ramon Drive,"$929,900"
Homesmart,Sun City West,"Sun City West, AZ 85375",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,13239 W Rincon Drive,"$920,000"
Homesmart,Sun City West,"Sun City West, AZ 85375",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,13220 W Los Bancos Drive,"$920,000"
Keller Williams Elite,Sun City West,"Sun City West, AZ 85375",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,22609 N Galicia Drive,"$889,900"
Homesmart,Sun City West,"Sun City West, AZ 85375",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,22111 N Giovota Drive,"$888,000"
Homesmart,Sun City West,"Sun City West, AZ 85375",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,13147 W Sola Court,"$875,000"
Leolinda Realty,Sun City West,"Sun City West, AZ 85375",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,13326 W Blue Bonnet Drive,"$869,000"
Jason Mitchell Real Estate,Sun City West,"Sun City West, AZ 85375",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,22915 N Las Positas Drive,"$825,000"
Homesmart,Sun City West,"Sun City West, AZ 85375",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,20819 N Desert Sands Drive,"$799,000"
Keller Williams Realty Professional Partners,Sun City West,"Sun City West, AZ 85375",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,22817 N Galicia Drive,"$799,000"
Long Realty West Valley,Sun City West,"Sun City West, AZ 85375",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,15718 W Ballad Drive,"$739,000"
Keller Williams Realty Professional Partners,Sun City West,"Sun City West, AZ 85375",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,12950 W Quinto Drive,"$729,000"
Best Homes Real Estate,Sun City,"Sun City, AZ 85351",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,13618 N 103rd Avenue,"$995,000"
My Home Group Real Estate,Sun City,"Sun City, AZ 85373",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11142 W Palmeras Drive,"$699,000"
H2 Realty,Sun City,"Sun City, AZ 85373",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,23417 N 121st Lane,"$624,990"
Realty One Group,Sun City,"Sun City, AZ 85373",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17410 N Country Club Drive,"$619,900"
Realty One Group,Sun City,"Sun City, AZ 85373",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,22913 N 120th Lane,"$600,000"
West Usa Realty,Sun City,"Sun City, AZ 85373",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,12141 W Monte Lindo Court,"$599,999"
Realty Executives,Sun City,"Sun City, AZ 85351",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10544 W Prairie Hills Circle,"$599,000"
Homesmart,Sun City,"Sun City, AZ 85373",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10920 W Tonto Lane,"$590,000"
Award Realty,Sun City,"Sun City, AZ 85373",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10714 W Escuda Drive,"$585,000"
Morgan Taylor Realty,Sun City,"Sun City, AZ 85373",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,241xx N 114th Street,"$574,500"
Coldwell Banker Realty,Sun City,"Sun City, AZ 85373",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10801 W Welk Drive,"$550,000"
Libertas Real Estate,Sun City,"Sun City, AZ 85373",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17602 N Lime Rock Drive,"$549,900"
Realty Executives Arizona Territory,Show Low,"Show Low, AZ 85901",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3120 W Blazingstar Road,"$1,975,000"
Limitless Real Estate,Show Low,"Show Low, AZ 85901",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,360 S Falling Leaf Road,"$1,800,000"
Exp Realty,Show Low,"Show Low, AZ 85901",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1900 S Ridge Crest Drive,"$1,250,000"
Exp Realty,Show Low,"Show Low, AZ 85901",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2160 S Bristlecone Drive,"$1,250,000"
Long Realty Covey Luxury Properties,Show Low,"Show Low, AZ 85901",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,820 S Falling Leaf Road,"$1,250,000"
Homesmart,Show Low,"Show Low, AZ 85901",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1925 Passage Drive,"$939,900"
Homesmart,Show Low,"Show Low, AZ 85901",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2900 W Sage Lane,"$889,000"
Mountain Retreat Realty Expert,Show Low,"Show Low, AZ 85901",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,4550 W Hawthorn Road,"$875,000"
Homesmart,Show Low,"Show Low, AZ 85901",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,708 N 39th Drive,"$839,000"
Exp Realty,Show Low,"Show Low, AZ 85901",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1761 S Alder Leaf Lane,"$799,000"
West Usa Realty,Show Low,"Show Low, AZ 85901",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1710 Rainbow View Drive,"$789,000"
Mountain Retreat Realty Expert,Show Low,"Show Low, AZ 85901",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,40 S Bench Circle,"$754,800"
Legacy Sedona Llc,Sedona,"Sedona, AZ 86336",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,100 Smoke Trail Lane,"$13,750,000"
Legacy Sedona Llc,Sedona,"Sedona, AZ 86336",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,40 Sterling Pass Road,"$4,250,000"
West Usa Realty Of Prescott,Sedona,"Sedona, AZ 86336",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,320 E Ridge Road,"$3,900,000"
Wise Choice Properites,Sedona,"Sedona, AZ 86336",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,25 El Camino Tesoros,"$3,400,000"
Legacy Sedona Llc,Sedona,"Sedona, AZ 86336",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,57 Peak Point Court,"$3,390,000"
Berkshire Hathaway Homeservices Arizona Properties,Sedona,"Sedona, AZ 86336",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,230 Back O Beyond Circle,"$3,250,000"
Exp Realty,Sedona,"Sedona, AZ 86336",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,350 Navajo Trail,"$3,195,800"
Berkshire Hathaway Homeservices Arizona Properties,Sedona,"Sedona, AZ 86336",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,50 E Wing Drive,"$3,050,000"
Russ Lyon Sotheby's International Realty,Sedona,"Sedona, AZ 86336",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,333 Calle Linda,"$2,645,000"
Exp Realty,Sedona,"Sedona, AZ 86336",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,227 Les Springs Drive,"$2,395,000"
RE/MAX Fine Properties,Sedona,"Sedona, AZ 86336",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,30 Northern Shadows Lane,"$2,389,999"
Exp Realty,Sedona,"Sedona, AZ 86351",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,240 Casitas Court,"$2,350,000"
Walt Danley Christie's International Real Estate,Scottsdale,"Scottsdale, AZ 85262",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,15860 E Rio Verde Drive,"$55,000,000"
Russ Lyon Sotheby's International Realty,Scottsdale,"Scottsdale, AZ 85255",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,20568 N 112th Street,"$32,000,000"
Silverleaf Realty,Scottsdale,"Scottsdale, AZ 85255",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,21235 N 102nd Street,"$29,500,000"
Engel & Voelkers Scottsdale,Scottsdale,"Scottsdale, AZ 85255",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,20958 N 112th Street,"$28,000,000"
Silverleaf Realty,Scottsdale,"Scottsdale, AZ 85255",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11235 E Wingspan Way,"$24,220,000"
Silverleaf Realty,Scottsdale,"Scottsdale, AZ 85255",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11269 E Moonlight  Canyon,"$21,500,000"
Russ Lyon Sotheby's International Realty,Scottsdale,"Scottsdale, AZ 85255",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10719 E Rimrock Drive,"$21,200,000"
Silverleaf Realty,Scottsdale,"Scottsdale, AZ 85255",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,11264 E Wingspan Way,"$18,500,000"
Russ Lyon Sotheby's International Realty,Scottsdale,"Scottsdale, AZ 85255",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,23036 N Via Ventosa Drive,"$16,950,000"
Launch Real Estate,Scottsdale,"Scottsdale, AZ 85255",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,20948 N 104th Way #1486,"$15,995,000"
Silverleaf Realty,Scottsdale,"Scottsdale, AZ 85255",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10500 E Lost Canyon Drive #30,"$13,500,000"
West Usa Realty,Scottsdale,"Scottsdale, AZ 85255",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,10947 E Wingspan Way,"$13,400,000"
Realty One Group,San Tan Valley,"San Tan Valley, AZ 85140",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,40525 N Kennedy Drive,"$1,600,000"
West Usa Realty,San Tan Valley,"San Tan Valley, AZ 85140",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,42587 N Suburban Avenue,"$1,500,000"
Homesmart,San Tan Valley,"San Tan Valley, AZ 85140",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,41980 N Bonanza Lane,"$1,350,000"
West Usa Realty,San Tan Valley,"San Tan Valley, AZ 85140",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,38910 N Kennedy Drive,"$1,250,000"
Prosmart Realty,San Tan Valley,"San Tan Valley, AZ 85140",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,36760 N Wyatt Drive,"$1,149,000"
Prosmart Realty,San Tan Valley,"San Tan Valley, AZ 85140",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,47091 N Moeur Road,"$1,100,000"
Wms Management Services,San Tan Valley,"San Tan Valley, AZ 85140",,4025 E Weston Lane,"$1,005,000"
Results Realty,San Tan Valley,"San Tan Valley, AZ 85143",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,400 W Larimer Street,"$998,000"
Toll Brothers Real Estate,San Tan Valley,"San Tan Valley, AZ 85142",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,3946 W Talc Drive,"$899,995"
Az Home Seekers,San Tan Valley,"San Tan Valley, AZ 85140",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,99 E Iloca Lane,"$899,900"
Exp Realty,San Tan Valley,"San Tan Valley, AZ 85140",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,39995 N Prince Avenue,"$899,500"
West Usa Realty,San Tan Valley,"San Tan Valley, AZ 85140",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,35669 N Granada Lane,"$899,000"
Nexthome Complete Realty,San Manuel,"San Manuel, AZ 85631",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,108 S Avenue A Avenue,"$179,500"
Century 21 Americana,Salome,"Salome, AZ 85348",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,67636 65th Street,"$259,900"
Sell Your Home Services,Salome,"Salome, AZ 85348",,40060 Wyoming Way,"$244,800"
"International Real Estate Professionals, Llc",Salome,"Salome, AZ 85348",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,66834 Cactus Street,"$155,551"
Keller Williams Arizona Realty,Rio Verde,"Rio Verde, AZ 85263",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,29002 N Cottonwood Basin Court,"$2,795,000"
RE/MAX Sun Properties,Rio Verde,"Rio Verde, AZ 85263",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17409 E Hunter Drive,"$2,248,000"
Toll Brothers Real Estate,Rio Verde,"Rio Verde, AZ 85263",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17245 E Desert Vista Trail,"$1,991,995"
Delex Realty,Rio Verde,"Rio Verde, AZ 85263",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17047 E Dixileta Drive,"$1,950,000"
RE/MAX Sun Properties,Rio Verde,"Rio Verde, AZ 85263",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17754 E Woolsey Way,"$1,899,999"
RE/MAX Sun Properties,Rio Verde,"Rio Verde, AZ 85263",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17329 E Morning Vista Court,"$1,800,000"
Exp Realty,Rio Verde,"Rio Verde, AZ 85263",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17864 E Oak Creek Canyon Lane,"$1,750,000"
E & G Real Estate Services,Rio Verde,"Rio Verde, AZ 85263",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17871 E Paria Canyon Drive,"$1,699,899"
Homesmart Lifestyles,Rio Verde,"Rio Verde, AZ 85263",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17755 E Stocking Trail,"$1,675,000"
Tonto Verde Realty,Rio Verde,"Rio Verde, AZ 85263",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,27102 N Agua Verde Drive,"$1,499,000"
Realty One Group,Rio Verde,"Rio Verde, AZ 85263",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,19030 E Tonto Verde Drive,"$1,450,000"
Tonto Verde Realty,Rio Verde,"Rio Verde, AZ 85263",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,16810 E Roy Rogers Road,"$1,390,000"
Hunt Real Estate Era,Red Rock,"Red Rock, AZ 85145",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,21454 E Liberty Place,"$360,000"
Homesmart,Red Rock,"Red Rock, AZ 85145",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17065 E Peak Lane #296,"$110,000"
"Queen Valley Properties, Inc.",Queen Valley,"Queen Valley, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,2952 E Silver Tip Road,"$1,500,000"
"Queen Valley Properties, Inc.",Queen Valley,"Queen Valley, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1215 E Victoria View Street,"$750,000"
"Queen Valley Properties, Inc.",Queen Valley,"Queen Valley, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,718 E Queen Valley Drive,"$749,000"
"Queen Valley Properties, Inc.",Queen Valley,"Queen Valley, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,446 E Silver King Road,"$550,000"
"Queen Valley Properties, Inc.",Queen Valley,"Queen Valley, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,887 N Williams Drive,"$440,000"
My Home Group Real Estate,Queen Valley,"Queen Valley, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,1190 N Queen Mary Way,"$395,000"
Exp Realty,Queen Valley,"Queen Valley, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,108 N Etta Drive,"$294,900"
"Queen Valley Properties, Inc.",Queen Valley,"Queen Valley, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,289 S Alta Vista Drive,"$269,900"
"Queen Valley Properties, Inc.",Queen Valley,"Queen Valley, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,101 E Lynn Way,"$260,000"
"Queen Valley Properties, Inc.",Queen Valley,"Queen Valley, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,833 W Silver King Road,"$250,000"
"Queen Valley Properties, Inc.",Queen Valley,"Queen Valley, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,91 W Sahuaro Drive,"$235,000"
Realty One Group,Queen Valley,"Queen Valley, AZ 85118",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,303 S Alta Vista Drive,"$224,900"
Limitless Real Estate,Queen Creek,"Queen Creek, AZ 85142",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,20509 E Cloud Road,"$4,295,000"
"Balboa Realty, Llc",Queen Creek,"Queen Creek, AZ 85142",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,24568 S 204th Way,"$3,999,900"
Keller Williams Integrity First,Queen Creek,"Queen Creek, AZ 85142",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,21986 E Stacey Road,"$2,550,000"
Homesmart,Queen Creek,"Queen Creek, AZ 85142",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,32541 N Thompson Road,"$2,175,000"
Keller Williams Integrity First,Queen Creek,"Queen Creek, AZ 85142",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,17891 E Bronco Court,"$2,149,000"
Network Realty,Queen Creek,"Queen Creek, AZ 85142",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,XXXX E Country Meadows Court,"$1,995,144"
Homesmart Success,Queen Creek,"Queen Creek, AZ 85142",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,21640 S Hawes Road,"$1,990,000"
"Weichert, Realtors-Home Pro Realty",Queen Creek,"Queen Creek, AZ 85142",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,19790 E Via Del Oro Street,"$1,975,000"
Ravenswood Realty,Queen Creek,"Queen Creek, AZ 85142",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,24496 S 202nd Court,"$1,865,000"
Russ Lyon Sotheby's International Realty,Queen Creek,"Queen Creek, AZ 85142",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,25067 S 197th Way,"$1,650,000"
Usrealty Brokerage Solutions Llp,Queen Creek,"Queen Creek, AZ 85142",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,29094 N Bryce Trail,"$1,600,000"
Limitless Real Estate,Queen Creek,"Queen Creek, AZ 85142",https://css.site-static.com/assets/dist/v202211161540/images/listings/loadingphoto_mid.gif,20130 E Sunset Drive,"$1,599,000"
